,key,last_key,left_0_x,left_1_x,left_2_x,left_3_x,left_4_x,left_5_x,left_6_x,left_7_x,left_8_x,left_9_x,left_10_x,left_11_x,left_12_x,left_13_x,left_14_x,left_15_x,left_16_x,left_17_x,left_18_x,left_19_x,left_20_x,left_0_y,left_1_y,left_2_y,left_3_y,left_4_y,left_5_y,left_6_y,left_7_y,left_8_y,left_9_y,left_10_y,left_11_y,left_12_y,left_13_y,left_14_y,left_15_y,left_16_y,left_17_y,left_18_y,left_19_y,left_20_y,left_0_z,left_1_z,left_2_z,left_3_z,left_4_z,left_5_z,left_6_z,left_7_z,left_8_z,left_9_z,left_10_z,left_11_z,left_12_z,left_13_z,left_14_z,left_15_z,left_16_z,left_17_z,left_18_z,left_19_z,left_20_z,right_0_x,right_1_x,right_2_x,right_3_x,right_4_x,right_5_x,right_6_x,right_7_x,right_8_x,right_9_x,right_10_x,right_11_x,right_12_x,right_13_x,right_14_x,right_15_x,right_16_x,right_17_x,right_18_x,right_19_x,right_20_x,right_0_y,right_1_y,right_2_y,right_3_y,right_4_y,right_5_y,right_6_y,right_7_y,right_8_y,right_9_y,right_10_y,right_11_y,right_12_y,right_13_y,right_14_y,right_15_y,right_16_y,right_17_y,right_18_y,right_19_y,right_20_y,right_0_z,right_1_z,right_2_z,right_3_z,right_4_z,right_5_z,right_6_z,right_7_z,right_8_z,right_9_z,right_10_z,right_11_z,right_12_z,right_13_z,right_14_z,right_15_z,right_16_z,right_17_z,right_18_z,right_19_z,right_20_z
0,8679.0,9166.0,0.35252171754837036,0.42331862449645996,0.490446537733078,0.5430164337158203,0.5700270533561707,0.4994129538536072,0.5709006190299988,0.6040517091751099,0.6244102120399475,0.4639642834663391,0.5351942181587219,0.5637518167495728,0.5797836184501648,0.4197790026664734,0.48442843556404114,0.5156299471855164,0.5374521613121033,0.37376636266708374,0.4084618389606476,0.4275520145893097,0.4455210566520691,0.37556493282318115,0.3563087284564972,0.3755839765071869,0.41506248712539673,0.46638068556785583,0.44276362657546997,0.5281524062156677,0.5925585031509399,0.6435315012931824,0.4788738191127777,0.5806869268417358,0.6555142998695374,0.7096794843673706,0.5115217566490173,0.6123480796813965,0.6780297756195068,0.7248297333717346,0.537977933883667,0.6351097822189331,0.6912000179290771,0.736586332321167,6.133654437689984e-07,-0.003968802280724049,-0.019132917746901512,-0.03093796595931053,-0.04436427354812622,-0.0755147784948349,-0.11130935698747635,-0.12630707025527954,-0.13287438452243805,-0.08470145612955093,-0.11752001196146011,-0.12593179941177368,-0.12947435677051544,-0.0905592143535614,-0.12168451398611069,-0.12982411682605743,-0.1324106752872467,-0.09376350790262222,-0.12220899760723114,-0.12987825274467468,-0.13159415125846863,0.832406759262085,0.7583649754524231,0.6927404999732971,0.6464294195175171,0.6282113790512085,0.7409541010856628,0.7276708483695984,0.7274905443191528,0.7295571565628052,0.7925201058387756,0.7836121916770935,0.7762305736541748,0.770775556564331,0.8388972282409668,0.8368785381317139,0.8251253962516785,0.813023567199707,0.8774579167366028,0.8847143054008484,0.8764809370040894,0.8642871379852295,0.2510210871696472,0.2892441749572754,0.35022032260894775,0.407924622297287,0.4672958552837372,0.38358888030052185,0.501976490020752,0.5706107020378113,0.6190773844718933,0.3901590406894684,0.5276063084602356,0.602240264415741,0.6478266716003418,0.39163240790367126,0.5136389136314392,0.5661436319351196,0.5896206498146057,0.3866818845272064,0.4890314042568207,0.5320345759391785,0.549127459526062,3.964412371715298e-07,-0.014476221054792404,-0.03245008736848831,-0.04549507796764374,-0.060018546879291534,-0.07554632425308228,-0.0990096852183342,-0.10499081760644913,-0.1055658683180809,-0.07841137051582336,-0.10210524499416351,-0.10572801530361176,-0.10662499815225601,-0.07796893268823624,-0.09316647797822952,-0.09062912315130234,-0.08735298365354538,-0.0774906799197197,-0.08653806149959564,-0.08264658600091934,-0.07771317660808563
1,72.0,8679.0,0.3477398157119751,0.42487943172454834,0.49282360076904297,0.5451397895812988,0.5745540857315063,0.4960978031158447,0.5696976780891418,0.6052699685096741,0.6268565654754639,0.4625185430049896,0.5345779657363892,0.565558671951294,0.5798430442810059,0.4196542501449585,0.4858071208000183,0.5174756646156311,0.537960946559906,0.3737320899963379,0.409792423248291,0.4305832087993622,0.448245108127594,0.36404022574424744,0.3550858497619629,0.37494954466819763,0.41448795795440674,0.4642450511455536,0.4383608400821686,0.5291979312896729,0.5936737060546875,0.6440777778625488,0.47481995820999146,0.5801612734794617,0.6552043557167053,0.7077317833900452,0.5085894465446472,0.6113857626914978,0.6804054975509644,0.7290307879447937,0.5345919728279114,0.6358977556228638,0.6952774524688721,0.7421010732650757,6.292963803389284e-07,-0.000963749538641423,-0.01655539870262146,-0.029430288821458817,-0.0436696819961071,-0.07786072790622711,-0.11471029371023178,-0.12827801704406738,-0.13244475424289703,-0.08716031908988953,-0.12055654078722,-0.12470467388629913,-0.12438033521175385,-0.09274143725633621,-0.12353048473596573,-0.12893015146255493,-0.12868732213974,-0.09528329223394394,-0.11974550783634186,-0.12425457686185837,-0.12370955944061279,0.8349508047103882,0.7591004967689514,0.6955903172492981,0.6501525640487671,0.6296195983886719,0.7418930530548096,0.730405867099762,0.7274186611175537,0.7264702916145325,0.7932769060134888,0.7838840484619141,0.7753294110298157,0.7693780660629272,0.8385457992553711,0.8375306129455566,0.8240006566047668,0.809574544429779,0.8759530782699585,0.8852499127388,0.8736086487770081,0.8570677042007446,0.24614141881465912,0.28919240832328796,0.3498516082763672,0.40728795528411865,0.4629383087158203,0.38150671124458313,0.49858611822128296,0.5657749176025391,0.6148931980133057,0.39136070013046265,0.5250943303108215,0.6004499197006226,0.6469258069992065,0.39425820112228394,0.5129289627075195,0.5629915595054626,0.5839475393295288,0.39034363627433777,0.48876070976257324,0.5236525535583496,0.5340492129325867,3.8237169519561576e-07,-0.012749054469168186,-0.028734028339385986,-0.040666770190000534,-0.054190974682569504,-0.06663350015878677,-0.08819751441478729,-0.09504752606153488,-0.09682955592870712,-0.06994342803955078,-0.0890788584947586,-0.09265159070491791,-0.09524678438901901,-0.07031286507844925,-0.08247428387403488,-0.08002733439207077,-0.07839335501194,-0.07098689675331116,-0.07912545651197433,-0.07515253126621246,-0.07115641981363297
2,101.0,72.0,0.34647196531295776,0.4237781763076782,0.493023157119751,0.5462288856506348,0.5741353034973145,0.49571558833122253,0.5697563290596008,0.6051207780838013,0.6272285580635071,0.46250370144844055,0.5363110303878784,0.5673121809959412,0.5828944444656372,0.4202865660190582,0.4873199164867401,0.5182324051856995,0.5381933450698853,0.3752559721469879,0.4111005961894989,0.4301683008670807,0.4462791383266449,0.3614870011806488,0.3542404770851135,0.3739846348762512,0.4126787483692169,0.4625731110572815,0.43590086698532104,0.529509425163269,0.5951007604598999,0.6471706628799438,0.47252562642097473,0.5804473161697388,0.6558746695518494,0.7096458077430725,0.5077778100967407,0.6119446754455566,0.6798356771469116,0.7280231714248657,0.534496009349823,0.6364119648933411,0.6957681179046631,0.7441916465759277,6.323601837721071e-07,-0.002590815769508481,-0.01758919097483158,-0.02976742386817932,-0.0432242788374424,-0.075873002409935,-0.11064641177654266,-0.12337812036275864,-0.12764467298984528,-0.08432372659444809,-0.11569847911596298,-0.12079831212759018,-0.1219678670167923,-0.0890926644206047,-0.11615965515375137,-0.12094631791114807,-0.12164264917373657,-0.09159443527460098,-0.1142384335398674,-0.11909915506839752,-0.11937615275382996,0.8362390398979187,0.7600034475326538,0.6960964202880859,0.6506243944168091,0.6311386823654175,0.7419399619102478,0.7318774461746216,0.7300082445144653,0.7292177081108093,0.7938602566719055,0.7846067547798157,0.7767698168754578,0.7705965042114258,0.8394113183021545,0.8387757539749146,0.8259878158569336,0.8113347291946411,0.8768130540847778,0.8865860104560852,0.8748845458030701,0.8574535250663757,0.24654057621955872,0.28976529836654663,0.34879353642463684,0.4047170877456665,0.46022671461105347,0.38308578729629517,0.5017725825309753,0.5685378313064575,0.6169995665550232,0.3926088213920593,0.5265023708343506,0.6018784046173096,0.6487113237380981,0.39548444747924805,0.5121461749076843,0.5632070302963257,0.5861214995384216,0.39119064807891846,0.4891102910041809,0.5251657366752625,0.5374916791915894,3.97383701056242e-07,-0.012022839859127998,-0.027942929416894913,-0.039917632937431335,-0.053179770708084106,-0.06504157185554504,-0.08640656620264053,-0.09285332262516022,-0.09429056942462921,-0.06867874413728714,-0.0894814059138298,-0.09386321902275085,-0.09634105116128922,-0.06926197558641434,-0.08242779225111008,-0.07999031245708466,-0.07782948762178421,-0.070057213306427,-0.0782640129327774,-0.07399063557386398,-0.06947401165962219
3,108.0,101.0,0.34519755840301514,0.423046350479126,0.4922134578227997,0.5458431839942932,0.5747307538986206,0.4950253665447235,0.5691702365875244,0.6042318344116211,0.6259503364562988,0.4616970419883728,0.5353223085403442,0.56684809923172,0.5829483866691589,0.4196254014968872,0.4862213134765625,0.5176646113395691,0.5383304953575134,0.37501758337020874,0.4111332893371582,0.43023982644081116,0.44616401195526123,0.3608700633049011,0.35303816199302673,0.37367555499076843,0.41275930404663086,0.46004217863082886,0.43670350313186646,0.5298842787742615,0.5943811535835266,0.6455037593841553,0.4735395610332489,0.5817888975143433,0.657643735408783,0.7115226984024048,0.5092511773109436,0.6131259202957153,0.6804454326629639,0.7284985184669495,0.5360990762710571,0.6378486156463623,0.6967542767524719,0.7451574802398682,6.046529392733646e-07,-0.00015757449727971107,-0.012970088981091976,-0.02331545576453209,-0.03491247072815895,-0.07174071669578552,-0.10473418980836868,-0.11600816249847412,-0.11924020946025848,-0.08062915503978729,-0.11084873974323273,-0.11519311368465424,-0.11567150056362152,-0.08571452647447586,-0.11177025735378265,-0.11616618186235428,-0.1164071336388588,-0.08836165815591812,-0.11003890633583069,-0.1145850121974945,-0.11450837552547455,0.8360737562179565,0.7602333426475525,0.69631427526474,0.6512777209281921,0.631135880947113,0.7413787841796875,0.7319002747535706,0.7298539280891418,0.7291326522827148,0.7930935621261597,0.7840621471405029,0.7760134935379028,0.7699541449546814,0.8387341499328613,0.8380898833274841,0.8252196907997131,0.8107595443725586,0.8768602013587952,0.8865634202957153,0.8746373653411865,0.8571802973747253,0.2501334846019745,0.29258835315704346,0.35120439529418945,0.40687796473503113,0.4617008566856384,0.384677529335022,0.5020071268081665,0.568770170211792,0.6175429821014404,0.3942461609840393,0.5278429388999939,0.6033732891082764,0.6499204039573669,0.397111177444458,0.5141583681106567,0.564619243144989,0.5864812135696411,0.3930913209915161,0.491131454706192,0.5258050560951233,0.5363561511039734,3.8846752659082995e-07,-0.011983085423707962,-0.02780447155237198,-0.03971114009618759,-0.05303387716412544,-0.06528539955615997,-0.08667562156915665,-0.09331239014863968,-0.09496224671602249,-0.06908665597438812,-0.08943511545658112,-0.0936407819390297,-0.09623774886131287,-0.0698370635509491,-0.08296440541744232,-0.0805332213640213,-0.07848845422267914,-0.07079808413982391,-0.07940858602523804,-0.07521675527095795,-0.07077503204345703
4,108.0,108.0,0.34569627046585083,0.42311495542526245,0.49128806591033936,0.5444639921188354,0.5740078687667847,0.49499690532684326,0.5697900056838989,0.6048396825790405,0.6267320513725281,0.46199193596839905,0.5365199446678162,0.5671151280403137,0.5824341773986816,0.42004138231277466,0.48738962411880493,0.5177878141403198,0.5374653339385986,0.3752244710922241,0.41112610697746277,0.429989755153656,0.4459003806114197,0.3617812693119049,0.3550289571285248,0.37564143538475037,0.4132640063762665,0.4591091275215149,0.4372199773788452,0.5312185883522034,0.5959316492080688,0.6469641327857971,0.47305184602737427,0.5819070339202881,0.6568511724472046,0.7098372578620911,0.5079525113105774,0.6134146451950073,0.6808336973190308,0.7288613319396973,0.5344088077545166,0.6360224485397339,0.6946790814399719,0.7429100275039673,5.943774681327341e-07,0.0009673426975496113,-0.011486425995826721,-0.021654421463608742,-0.03305773437023163,-0.07046323269605637,-0.10336783528327942,-0.11469358205795288,-0.11791904270648956,-0.0797017514705658,-0.10964886099100113,-0.11337022483348846,-0.11324433982372284,-0.08507397770881653,-0.11048338562250137,-0.11356976628303528,-0.11288609355688095,-0.0880139023065567,-0.10903529077768326,-0.11263695359230042,-0.11182097345590591,0.8361849784851074,0.7603960037231445,0.6961556673049927,0.6505527496337891,0.6306382417678833,0.7413359880447388,0.7313916087150574,0.7294903993606567,0.7288550138473511,0.7930868268013,0.7834739089012146,0.7750598788261414,0.7687791585922241,0.8387928605079651,0.8364419341087341,0.8236464262008667,0.810005247592926,0.8768091201782227,0.8849701881408691,0.8736194968223572,0.8577241897583008,0.2485189437866211,0.2909795045852661,0.35068845748901367,0.4069845676422119,0.46250054240226746,0.3827327489852905,0.500730037689209,0.567749559879303,0.6167327165603638,0.39237427711486816,0.5274255275726318,0.6029740571975708,0.6490479111671448,0.3952264189720154,0.5148192644119263,0.5654171705245972,0.5870764255523682,0.39116597175598145,0.4906430244445801,0.5248861312866211,0.5349313616752625,3.830212165212288e-07,-0.01253783330321312,-0.028519466519355774,-0.04043683782219887,-0.05382347106933594,-0.06633123755455017,-0.08773831278085709,-0.09437956660985947,-0.09608739614486694,-0.06992373615503311,-0.09003826230764389,-0.09441271424293518,-0.09732093662023544,-0.07044224441051483,-0.08372939378023148,-0.08188680559396744,-0.08035141974687576,-0.07113008201122284,-0.080424964427948,-0.07681015133857727,-0.07276243716478348
5,111.0,108.0,0.3513980507850647,0.4282081425189972,0.49666503071784973,0.549893856048584,0.5835673809051514,0.5017746686935425,0.5810573697090149,0.6172673106193542,0.6397402882575989,0.4685949385166168,0.5478574633598328,0.5831153392791748,0.6029094457626343,0.42641228437423706,0.49684378504753113,0.5298939943313599,0.5522893071174622,0.3805581331253052,0.41607674956321716,0.43489548563957214,0.4516662359237671,0.3628963232040405,0.3564339280128479,0.3826833963394165,0.4197283089160919,0.4612877666950226,0.4433700144290924,0.5320316553115845,0.5951836705207825,0.6463890075683594,0.47866931557655334,0.5897662043571472,0.6669106483459473,0.7240532040596008,0.5121882557868958,0.6195170283317566,0.6910256743431091,0.7452729940414429,0.5378767251968384,0.6409828662872314,0.70332932472229,0.7564318180084229,6.506092518065998e-07,-0.00036506657488644123,-0.012667124159634113,-0.02276289463043213,-0.03436031565070152,-0.06786496937274933,-0.10121940076351166,-0.11435084044933319,-0.1188930943608284,-0.07783376425504684,-0.10845708847045898,-0.11596432328224182,-0.11860623955726624,-0.08427777886390686,-0.1112912967801094,-0.11874119937419891,-0.121200330555439,-0.08827381581068039,-0.11128603667020798,-0.11718583852052689,-0.11817769706249237,0.8351346254348755,0.7599647045135498,0.6957974433898926,0.6492065191268921,0.6274095773696899,0.736685574054718,0.7254648208618164,0.7242079973220825,0.7237229347229004,0.7878009080886841,0.7811131477355957,0.7745760083198547,0.7686511874198914,0.8332538604736328,0.8315701484680176,0.8203814625740051,0.8072507381439209,0.8712589740753174,0.8807712197303772,0.8732631206512451,0.8613421320915222,0.2427109330892563,0.2873626947402954,0.34878215193748474,0.40583544969558716,0.4611676037311554,0.38026508688926697,0.49679914116859436,0.5649926066398621,0.6158920526504517,0.387317419052124,0.5205966234207153,0.5958240628242493,0.6441072821617126,0.38853123784065247,0.5060468912124634,0.5630687475204468,0.5939474105834961,0.3840869665145874,0.48145487904548645,0.5194289684295654,0.5370833873748779,3.337402745273721e-07,-0.011318624950945377,-0.026516159996390343,-0.03808362036943436,-0.05126092582941055,-0.062353990972042084,-0.0833471268415451,-0.09068277478218079,-0.09358230978250504,-0.06690336763858795,-0.08727093040943146,-0.09334685653448105,-0.0979410782456398,-0.06852329522371292,-0.08230321109294891,-0.08254963159561157,-0.08304491639137268,-0.07021284103393555,-0.0805981308221817,-0.07890599966049194,-0.07659745216369629
6,32.0,111.0,0.35319674015045166,0.42995700240135193,0.49732455611228943,0.5497249960899353,0.5798391103744507,0.499370276927948,0.5758375525474548,0.6125918626785278,0.635321855545044,0.46423497796058655,0.5376697182655334,0.5716271996498108,0.5911928415298462,0.419990211725235,0.4854820966720581,0.5191318988800049,0.5430123805999756,0.37324926257133484,0.4024921655654907,0.42192965745925903,0.4396384358406067,0.35632818937301636,0.3560504913330078,0.3812675476074219,0.4175214171409607,0.4604390263557434,0.4374648928642273,0.5236673355102539,0.5873661041259766,0.6403923630714417,0.4749974012374878,0.5864054560661316,0.6646314263343811,0.7251238822937012,0.507015585899353,0.6149172186851501,0.6871511936187744,0.7429990172386169,0.5299791693687439,0.6296172142028809,0.6910105347633362,0.7437348365783691,6.301842176981154e-07,-0.006503470707684755,-0.02322738990187645,-0.03695868328213692,-0.052625689655542374,-0.07899454981088638,-0.11894306540489197,-0.13679713010787964,-0.145156130194664,-0.08850488066673279,-0.12430260330438614,-0.13430342078208923,-0.13923856616020203,-0.09521780908107758,-0.12844640016555786,-0.1392676830291748,-0.14433231949806213,-0.09975612908601761,-0.13127568364143372,-0.14262880384922028,-0.14745725691318512,0.8306158185005188,0.7542514801025391,0.6908531785011292,0.6451489925384521,0.627443253993988,0.7360134124755859,0.7261312007904053,0.7246471047401428,0.7237175703048706,0.7862815260887146,0.7749324440956116,0.7670703530311584,0.7609166502952576,0.8326614499092102,0.8320550322532654,0.8223778009414673,0.8107126355171204,0.8711708784103394,0.8790406584739685,0.874843955039978,0.8664243221282959,0.2378271222114563,0.28228580951690674,0.3473920226097107,0.4069232940673828,0.4646245837211609,0.3908686935901642,0.507966160774231,0.5763334035873413,0.6306154727935791,0.4008544683456421,0.5288369655609131,0.6075398921966553,0.6636967658996582,0.4003182649612427,0.5108789205551147,0.5710004568099976,0.6082279086112976,0.3918083608150482,0.47648534178733826,0.5136359930038452,0.5352551341056824,4.043907040340855e-07,-0.011824358254671097,-0.02597927488386631,-0.036927174776792526,-0.049586616456508636,-0.0565674714744091,-0.07696792483329773,-0.08546514809131622,-0.0898924246430397,-0.061609089374542236,-0.08146505802869797,-0.09092362225055695,-0.09808191657066345,-0.06401298940181732,-0.07807090878486633,-0.08281468600034714,-0.08686331659555435,-0.06644599139690399,-0.07896971702575684,-0.08054092526435852,-0.08050962537527084
7,8679.0,32.0,0.33879971504211426,0.419011652469635,0.48807573318481445,0.5465256571769714,0.5917355418205261,0.4620126485824585,0.510920524597168,0.527346670627594,0.530616283416748,0.41645464301109314,0.4607761800289154,0.4850143790245056,0.4962528347969055,0.37069401144981384,0.40287384390830994,0.4282649755477905,0.4486960172653198,0.3271850347518921,0.3333617150783539,0.3442404568195343,0.35787588357925415,0.3423161506652832,0.35935109853744507,0.3975660502910614,0.4361288547515869,0.4725964665412903,0.45247572660446167,0.5483644008636475,0.605049729347229,0.6436879634857178,0.48671743273735046,0.6060869097709656,0.6822203397750854,0.7362369298934937,0.5078163146972656,0.6234870553016663,0.6967618465423584,0.752795934677124,0.5178852677345276,0.6167165637016296,0.6779547929763794,0.7304032444953918,5.593366836365021e-07,-0.01726973056793213,-0.038908377289772034,-0.05587885156273842,-0.0733608603477478,-0.08236470818519592,-0.11755049973726273,-0.12975314259529114,-0.13431891798973083,-0.08878905326128006,-0.12374946475028992,-0.13418832421302795,-0.14045549929141998,-0.09337881952524185,-0.12662814557552338,-0.13714192807674408,-0.14267756044864655,-0.0966963991522789,-0.12604153156280518,-0.1356125921010971,-0.14019371569156647,0.8296661972999573,0.756700336933136,0.6956790685653687,0.6480018496513367,0.6276776194572449,0.7492309212684631,0.7457099556922913,0.7452182173728943,0.7444769144058228,0.8024789690971375,0.8056202530860901,0.7993516325950623,0.790742039680481,0.8479434847831726,0.8536475896835327,0.8436692953109741,0.8289856910705566,0.8826214075088501,0.9003859758377075,0.8933038711547852,0.8787369132041931,0.25430843234062195,0.29624563455581665,0.35277143120765686,0.40556859970092773,0.462618350982666,0.38919976353645325,0.507697582244873,0.576786458492279,0.626356840133667,0.3948061764240265,0.5329433679580688,0.6055459976196289,0.6486122608184814,0.3940975069999695,0.5174552798271179,0.5824949741363525,0.6201973557472229,0.38720008730888367,0.48482272028923035,0.5321388244628906,0.5592492818832397,3.834240658306953e-07,-0.016509322449564934,-0.03601239621639252,-0.0505073107779026,-0.06670069694519043,-0.0745425745844841,-0.09793871641159058,-0.10505335032939911,-0.10757224261760712,-0.07701475918292999,-0.10068943351507187,-0.1059364378452301,-0.1092139407992363,-0.07653453201055527,-0.09291213750839233,-0.09412568062543869,-0.09501352161169052,-0.07611006498336792,-0.08816227316856384,-0.08848411589860916,-0.0876060277223587
8,87.0,8679.0,0.33572399616241455,0.41667768359184265,0.4859389662742615,0.5456116795539856,0.5918484330177307,0.4588644802570343,0.49283236265182495,0.5020875930786133,0.5040439367294312,0.411965548992157,0.4503406882286072,0.4673270881175995,0.47753557562828064,0.36489471793174744,0.3933872580528259,0.41281574964523315,0.4305792450904846,0.3199368417263031,0.3231053948402405,0.33326977491378784,0.34781578183174133,0.333194375038147,0.3530445396900177,0.39368775486946106,0.43666529655456543,0.47438672184944153,0.4472168982028961,0.552074670791626,0.6142497062683105,0.6584986448287964,0.47719481587409973,0.5954182147979736,0.6714167594909668,0.7259034514427185,0.4987415075302124,0.6165593266487122,0.6925061345100403,0.7494911551475525,0.5102871656417847,0.6111324429512024,0.6740291118621826,0.726503849029541,5.353510346139956e-07,-0.015981798991560936,-0.03566369786858559,-0.05164853855967522,-0.06775429844856262,-0.07090572267770767,-0.1002541109919548,-0.10963239520788193,-0.11334498971700668,-0.07660878449678421,-0.10593072324991226,-0.11439356952905655,-0.11982979625463486,-0.08088332414627075,-0.10846056789159775,-0.1177460253238678,-0.12305346876382828,-0.08431288599967957,-0.10813049226999283,-0.11717023700475693,-0.12221257388591766,0.843420684337616,0.7683928608894348,0.7104612588882446,0.6787741780281067,0.6653047800064087,0.7689431309700012,0.7682413458824158,0.7633180618286133,0.7560704946517944,0.8236353993415833,0.8291933536529541,0.8198754787445068,0.8074689507484436,0.8666623830795288,0.8765377998352051,0.8634390234947205,0.8443586826324463,0.8985744118690491,0.9170939922332764,0.9053127765655518,0.883833110332489,0.26270097494125366,0.3057467043399811,0.3686554729938507,0.43914100527763367,0.5054615139961243,0.3926714062690735,0.5128547549247742,0.5816209316253662,0.6302434802055359,0.3961969316005707,0.5390530824661255,0.6155419945716858,0.6610019207000732,0.39801111817359924,0.5248870849609375,0.593510627746582,0.6333304047584534,0.3926835358142853,0.49992236495018005,0.5528842806816101,0.5809163451194763,4.321909443660843e-07,-0.018505260348320007,-0.03841632604598999,-0.05208566412329674,-0.06652401387691498,-0.08472292125225067,-0.1118691936135292,-0.11715617030858994,-0.11642539501190186,-0.08447209000587463,-0.11572233587503433,-0.11719509214162827,-0.11475033313035965,-0.08108323067426682,-0.10331759601831436,-0.09931923449039459,-0.09298649430274963,-0.07776814699172974,-0.08987293392419815,-0.08650615811347961,-0.08138098567724228
9,111.0,87.0,0.33918052911758423,0.41638150811195374,0.48513200879096985,0.5465370416641235,0.5937122106552124,0.45831066370010376,0.49804890155792236,0.5122884511947632,0.5183228254318237,0.4117342233657837,0.45082199573516846,0.46624869108200073,0.47395721077919006,0.36375972628593445,0.39545634388923645,0.4117974638938904,0.4252118766307831,0.3167212903499603,0.3154970109462738,0.31664231419563293,0.32224008440971375,0.3401966691017151,0.35997942090034485,0.40065354108810425,0.4395517408847809,0.4775117039680481,0.4732072055339813,0.5909243822097778,0.6621120572090149,0.7173570394515991,0.4985488951206207,0.6256608963012695,0.7036548852920532,0.761651873588562,0.5122691988945007,0.6356253623962402,0.7132894396781921,0.7729260921478271,0.5163732767105103,0.6157398223876953,0.6805061101913452,0.7365062236785889,7.238668331410736e-07,-0.019648054614663124,-0.04192041978240013,-0.05941477790474892,-0.07760259509086609,-0.07706589996814728,-0.10874534398317337,-0.12096178531646729,-0.12677226960659027,-0.08094235509634018,-0.11023324728012085,-0.11943421512842178,-0.1256190836429596,-0.08344577997922897,-0.11265798658132553,-0.12384524941444397,-0.1305294781923294,-0.08504767715930939,-0.11275433748960495,-0.12415582686662674,-0.13028551638126373,0.8485886454582214,0.7745792269706726,0.7160093188285828,0.6888899803161621,0.6739239692687988,0.7759985327720642,0.7744584083557129,0.7657873034477234,0.7554951906204224,0.8319627642631531,0.8364286422729492,0.818555474281311,0.8013591766357422,0.8747637271881104,0.8863349556922913,0.8665518760681152,0.843788206577301,0.9049288630485535,0.9227775931358337,0.9063727855682373,0.8814974427223206,0.2552033066749573,0.29529139399528503,0.3603237271308899,0.43402040004730225,0.5021007657051086,0.3801327347755432,0.5053098201751709,0.5758422613143921,0.6233493685722351,0.3875664472579956,0.5340245962142944,0.6078351736068726,0.6444434523582458,0.392564058303833,0.5227646231651306,0.5875476002693176,0.6187500953674316,0.39060482382774353,0.5006627440452576,0.5503243803977966,0.5711531639099121,5.298168161971262e-07,-0.02718747779726982,-0.051867496222257614,-0.06802484393119812,-0.08460160344839096,-0.10008280724287033,-0.13103047013282776,-0.13686786592006683,-0.1355016827583313,-0.09534095972776413,-0.12827005982398987,-0.12871524691581726,-0.12488771229982376,-0.08786221593618393,-0.11237210035324097,-0.1114114448428154,-0.1066460981965065,-0.08077763766050339,-0.09652261435985565,-0.09688075631856918,-0.0937751829624176
